Date-Time,Price,High,Low,Volume
2021-11-16T00:03:10,9.29,10.10,9.23,1946984
2021-11-16T00:08:11,9.29,10.10,9.23,1946984
2021-11-16T00:13:11,9.29,10.10,9.23,1946984
2021-11-16T00:18:12,9.29,10.10,9.23,1946984
2021-11-16T00:23:13,9.29,10.10,9.23,1946984
2021-11-16T00:28:14,9.29,10.10,9.23,1946984
2021-11-16T00:33:15,9.29,10.10,9.23,1946984
2021-11-16T00:38:17,9.29,10.10,9.23,1946984
2021-11-16T00:43:17,9.29,10.10,9.23,1946984
2021-11-16T00:48:18,9.29,10.10,9.23,1946984
2021-11-16T00:53:19,9.29,10.10,9.23,1946984
2021-11-16T00:58:20,9.29,10.10,9.23,1946984
2021-11-16T01:03:20,9.29,10.10,9.23,1946984
2021-11-16T01:08:21,9.29,10.10,9.23,1946984
2021-11-16T01:13:22,9.29,10.10,9.23,1946984
2021-11-16T01:18:23,9.29,10.10,9.23,1946984
2021-11-16T01:23:23,9.29,10.10,9.23,1946984
2021-11-16T01:28:24,9.29,10.10,9.23,1946984
2021-11-16T01:33:25,9.29,10.10,9.23,1946984
2021-11-16T01:38:26,9.29,10.10,9.23,1946984
2021-11-16T01:43:27,9.29,10.10,9.23,1946984
2021-11-16T01:48:27,9.29,10.10,9.23,1946984
2021-11-16T01:53:28,9.29,10.10,9.23,1946984
2021-11-16T01:58:29,9.29,10.10,9.23,1946984
2021-11-16T02:03:30,9.29,10.10,9.23,1946984
2021-11-16T02:08:30,9.29,10.10,9.23,1946984
2021-11-16T02:13:31,9.29,10.10,9.23,1946984
2021-11-16T02:18:32,9.29,10.10,9.23,1946984
2021-11-16T02:23:33,9.29,10.10,9.23,1946984
2021-11-16T02:28:34,9.29,10.10,9.23,1946984
2021-11-16T02:33:35,9.29,10.10,9.23,1946984
2021-11-16T02:38:36,9.29,10.10,9.23,1946984
2021-11-16T02:43:37,9.29,10.10,9.23,1946984
2021-11-16T02:48:38,9.29,10.10,9.23,1946984
2021-11-16T02:53:38,9.29,10.10,9.23,1946984
2021-11-16T02:58:39,9.29,10.10,9.23,1946984
2021-11-16T03:03:40,9.29,10.10,9.23,1946984
2021-11-16T03:08:41,9.29,10.10,9.23,1946984
2021-11-16T03:13:42,9.29,10.10,9.23,1946984
2021-11-16T03:18:43,9.29,10.10,9.23,1946984
2021-11-16T03:23:43,9.29,10.10,9.23,1946984
2021-11-16T03:28:44,9.29,10.10,9.23,1946984
2021-11-16T03:33:45,9.29,10.10,9.23,1946984
2021-11-16T03:38:46,9.29,10.10,9.23,1946984
2021-11-16T03:43:47,9.29,10.10,9.23,1946984
2021-11-16T03:48:48,9.29,10.10,9.23,1946984
2021-11-16T03:53:49,9.29,10.10,9.23,1946984
2021-11-16T03:58:50,9.29,10.10,9.23,1946984
2021-11-16T04:03:50,9.29,10.10,9.23,1946984
2021-11-16T04:08:51,9.29,10.10,9.23,1946984
2021-11-16T04:13:52,9.29,10.10,9.23,1946984
2021-11-16T04:18:53,9.29,10.10,9.23,1946984
2021-11-16T04:23:54,9.29,10.10,9.23,1946984
2021-11-16T04:28:54,9.29,10.10,9.23,1946984
2021-11-16T04:33:55,9.29,10.10,9.23,1946984
2021-11-16T04:38:56,9.29,10.10,9.23,1946984
2021-11-16T04:43:57,9.29,10.10,9.23,1946984
2021-11-16T04:48:58,9.29,10.10,9.23,1946984
2021-11-16T04:53:58,9.29,10.10,9.23,1946984
2021-11-16T04:58:59,9.29,10.10,9.23,1946984
2021-11-16T05:04:01,9.29,10.10,9.23,1946984
2021-11-16T05:09:02,9.29,10.10,9.23,1946984
2021-11-16T05:14:03,9.29,10.10,9.23,1946984
2021-11-16T05:19:04,9.29,10.10,9.23,1946984
2021-11-16T05:24:05,9.29,10.10,9.23,1946984
2021-11-16T05:29:06,9.29,10.10,9.23,1946984
2021-11-16T05:34:06,9.29,10.10,9.23,1946984
2021-11-16T05:39:07,9.29,10.10,9.23,1946984
2021-11-16T05:44:08,9.29,10.10,9.23,1946984
2021-11-16T05:49:08,9.29,10.10,9.23,1946984
2021-11-16T05:54:09,9.29,10.10,9.23,1946984
2021-11-16T05:59:10,9.29,10.10,9.23,1946984
2021-11-16T06:04:11,9.29,10.10,9.23,1946984
2021-11-16T06:09:11,9.29,10.10,9.23,1946984
2021-11-16T06:14:12,9.29,10.10,9.23,1946984
2021-11-16T06:19:13,9.29,10.10,9.23,1946984
2021-11-16T06:24:14,9.29,10.10,9.23,1946984
2021-11-16T06:29:14,9.29,10.10,9.23,1946984
2021-11-16T06:34:15,9.29,10.10,9.23,46529
2021-11-16T06:39:16,9.29,10.10,9.23,46629
2021-11-16T06:44:17,9.29,10.10,9.23,46629
2021-11-16T06:49:17,8.63,8.80,8.45,197237
2021-11-16T06:54:18,8.83,8.83,8.45,244088
2021-11-16T06:59:19,8.93,8.99,8.45,267183
2021-11-16T07:04:20,9.15,9.25,8.45,325932
2021-11-16T07:09:21,9.18,9.25,8.45,357552
2021-11-16T07:14:21,9.2321,9.28,8.45,376317
2021-11-16T07:19:22,9.19,9.28,8.45,405330
2021-11-16T07:24:23,9.03,9.28,8.45,432984
2021-11-16T07:29:24,8.95,9.28,8.45,459365
2021-11-16T07:34:24,9.025,9.28,8.45,466157
2021-11-16T07:39:25,9.20,9.28,8.45,475743
