Date-Time,Burned
2021-12-01T00:01:53,410298449011405
2021-12-01T00:11:53,410298449011405
2021-12-01T00:21:54,410298449011405
2021-12-01T00:31:54,410298449011405
2021-12-01T00:41:55,410298449011405
2021-12-01T00:51:55,410298449011405
2021-12-01T01:01:56,410298449011405
2021-12-01T01:11:57,410298449011405
2021-12-01T01:21:57,410298449011405
2021-12-01T01:31:58,410298449011405
2021-12-01T01:41:59,410298449011405
2021-12-01T01:51:59,410298449011405
2021-12-01T02:02:00,410298449011405
2021-12-01T02:12:00,410298449011405
2021-12-01T02:22:01,410298449011405
2021-12-01T02:32:02,410298449011405
2021-12-01T02:42:02,410298449011405
2021-12-01T02:52:03,410298449011405
2021-12-01T03:02:03,410298449011405
2021-12-01T03:12:04,410298449011405
2021-12-01T03:22:05,410298449011405
2021-12-01T03:32:05,410298449011405
2021-12-01T03:42:06,410298449011405
2021-12-01T03:52:06,410298449011405
2021-12-01T04:02:06,410298449011405
2021-12-01T04:12:07,410298449011405
2021-12-01T04:22:08,410298449011405
2021-12-01T04:32:08,410298449011405
2021-12-01T04:42:09,410298449011405
2021-12-01T04:52:10,410298449011405
2021-12-01T05:02:10,410298449011405
2021-12-01T05:12:11,410298449011405
2021-12-01T05:22:11,410298449011405
2021-12-01T05:32:12,410298449011405
2021-12-01T05:42:12,410298449011405
2021-12-01T05:52:13,410298449011405
2021-12-01T06:02:14,410298449012405
2021-12-01T06:12:14,410298449012405
2021-12-01T06:22:15,410298449012405
2021-12-01T06:32:15,410298449012405
2021-12-01T06:42:16,410298449012405
2021-12-01T06:52:17,410298449012405
2021-12-01T07:02:17,410298449012405
2021-12-01T07:12:18,410298459799891
2021-12-01T07:22:19,410298459799891
2021-12-01T07:32:19,410298459799891
2021-12-01T07:42:20,410298459799891
2021-12-01T07:52:20,410298459799891
2021-12-01T08:02:21,410298459799891
2021-12-01T08:12:21,410298459799891
2021-12-01T08:22:22,410298459799891
2021-12-01T08:32:23,410298460496860
2021-12-01T08:42:23,410298460496860
2021-12-01T08:52:24,410298460496860
2021-12-01T09:02:24,410298460496860
2021-12-01T09:12:25,410298460496860
2021-12-01T09:22:25,410298460496860
2021-12-01T09:32:26,410298460496860
2021-12-01T09:42:27,410298462587752
2021-12-01T09:52:27,410298466353537
2021-12-01T10:02:28,410298468035364
2021-12-01T10:12:29,410298468035364
2021-12-01T10:22:29,410298468035364
2021-12-01T10:32:30,410298468035364
2021-12-01T10:42:31,410298468035364
2021-12-01T10:52:31,410298468035364
2021-12-01T11:02:32,410298468035364
2021-12-01T11:12:32,410298468035364
2021-12-01T11:22:33,410298468035364
2021-12-01T11:32:33,410298468035364
2021-12-01T11:42:34,410298468035364
2021-12-01T11:52:35,410298468035364
2021-12-01T12:02:35,410298468035364
2021-12-01T12:12:36,410298468035364
2021-12-01T12:22:36,410298468035364
2021-12-01T12:32:37,410298468035364
2021-12-01T12:42:38,410298468035364
2021-12-01T12:52:38,410298468035364
